Hub score,node
2565,0.007940492708143137
766,0.0075743352975012395
2688,0.006440248991029861
457,0.006416870490261072
1166,0.006010567902411202
1549,0.005720754058269241
11,0.004921182063808108
1151,0.0045720407017564085
1374,0.004467888792711109
1133,0.003918881732057349
2485,0.0037844608130803755
2972,0.003517673976814718
3449,0.003503558110460446
3453,0.003449414861112209
4967,0.0034433407418341245
3352,0.0033814231063449994
2871,0.003239016701727712
5524,0.003195781110346794
3642,0.003156068703698415
1608,0.0031218439181332235
2237,0.003075961696969539
988,0.003064130205765429
996,0.0030115039739277115
2651,0.0030035882462385788
789,0.002971352114735787
68,0.0029625234994643634
2967,0.0029419585580818444
3456,0.0028914095713457465
5189,0.00287538086353884
2326,0.0028390540912774454
4310,0.0028146321647392653
5802,0.0027536799696128125
2658,0.002742232818606271
813,0.002734787505057302
1305,0.002729091886737273
3787,0.002721373193700159
5079,0.0027191913111965925
3447,0.0026919950974691486
4045,0.002691358794075736
311,0.0026612279524170605
122,0.0026611665319160567
24,0.0026453591090555948
3641,0.0026258917417375962
1098,0.002558642411435053
3614,0.0024992935334842265
3032,0.002446334790834741
1542,0.0024187296858319703
2713,0.0023689313627211794
5531,0.002342385095645766
2328,0.002322921611232178
3026,0.002289749729984035
722,0.002270165418858028
173,0.0022501322063863166
784,0.002240549175376519
5179,0.0022330156060696884
1496,0.0022051289593349377
1972,0.002203753034754392
4948,0.002169560548954139
2256,0.00216358213275866
5697,0.0021545708477552473
5188,0.002147444234037188
2297,0.0021434370806527737
1210,0.0021176622985924843
4632,0.0020719503996017405
1922,0.0020688818091039226
2790,0.0020315365827133993
2660,0.0020189307538816727
1055,0.0019908809539807394
2135,0.001983239551674756
825,0.0019735887109174097
4441,0.0019609650078207725
2693,0.0019597296876212055
5796,0.0019507769857861933
826,0.0019484336288298051
36,0.0019031263078179558
2700,0.0018878145815946217
4899,0.0018645359334806208
600,0.001862085718933992
3394,0.00186111758668182
1470,0.0018561082740655285
3454,0.001851595948590529
87,0.0018494354820361146
2145,0.0018393808238480933
2369,0.0018292566828198716
2560,0.0018103995105514517
306,0.001804987797878256
993,0.001798803602887926
4099,0.0017940054488367275
3568,0.0017936782511068828
3666,0.0017917821988437388
3028,0.0017867344879147163
3615,0.0017415463204824549
109,0.0017323324528477962
2686,0.0017025445761280373
737,0.0016891026505142248
1395,0.0016732533932987848
4036,0.001641424845401728
3457,0.0016358926150447516
1319,0.0016343078289566197
310,0.0016162351187369347
3452,0.0016052317318166445
2576,0.0015884738181437292
319,0.0015688204806711436
2411,0.0015644154890865276
2474,0.0015621376209166843
5800,0.0015620981219406375
3402,0.0015482204208894423
3381,0.0015479559477179045
879,0.001545366166739088
2653,0.0015439697788398833
2842,0.0015332957158356625
6305,0.0015297441631903549
2323,0.0015197698071416203
1522,0.0015102900053577508
4483,0.0015094191161236618
5176,0.0015088406662493463
2859,0.001493307842553407
3010,0.001490250092598097
2229,0.0014604782697186759
546,0.0014585718667425752
3586,0.001451885053435566
1428,0.0014501849329096568
634,0.0014397009422865005
3498,0.0014387800544753422
5185,0.0014276152322723963
1701,0.001417718165282862
3796,0.001412125603872223
3976,0.0014092869003378057
4065,0.001401886514252751
6907,0.0014013411957114633
5543,0.001396972253751651
127,0.001396734487620913
5022,0.0013832615333260027
172,0.0013828947243359475
1492,0.0013772292282959108
1062,0.0013699329386643272
4828,0.0013680098229943778
2371,0.0013621220488829338
5020,0.0013570471201278084
4712,0.0013539478041463965
2940,0.001350337937234231
4219,0.0013381982536143405
2504,0.0013210971835688973
1808,0.001311911294366566
72,0.0013066507156964916
2290,0.0013027357393547978
3479,0.0012980879290435494
4073,0.0012970662392348617
2707,0.0012935411640767694
407,0.0012850818940618259
2240,0.0012850120863859699
5814,0.0012827243854022657
6615,0.0012679465613627218
2118,0.001264973835913023
432,0.0012594937424317799
2674,0.0012570390953869181
3258,0.0012549057485577901
5002,0.0012526286239900142
1167,0.0012509428181097832
1137,0.0012469534577681852
2667,0.0012444752402939736
2547,0.0012286721721938103
3786,0.0012205674759750043
3854,0.0012128771211535846
695,0.0012062927290862214
3631,0.001205771412264792
4070,0.0012039181892206257
1097,0.0011968787248681353
769,0.0011655859615307992
2542,0.001159438488564129
3728,0.0011554264250065447
1767,0.001151656754260829
663,0.0011481857134000297
1200,0.0011478978846494684
4653,0.001141334415426656
2654,0.0011395717077129755
2258,0.0011391737569923462
3813,0.0011390044444047531
4151,0.0011381410885366204
6596,0.0011363843311974406
1814,0.0011362882704622809
4040,0.0011146494110623889
1717,0.0011103129892194874
4550,0.0011069948686908831
3660,0.0011069637471492922
4824,0.0010979860307526923
4076,0.0010939197981322138
4077,0.001093129155929592
3969,0.0010930778341096809
2381,0.001081615512557075
3956,0.0010751975226121011
3168,0.0010748049569663503
2623,0.0010719492883999235
3965,0.001061503332482638
5103,0.0010583813232335748
6,0.001053987286176362
1820,0.0010534433626373195
3461,0.0010516268236737878
1772,0.001047799332845766
6624,0.001046655081001961
2559,0.0010413545501500676
3724,0.0010405703111612927
2133,0.001032401291023724
7052,0.0010314070549194516
5177,0.0010313698392174382
1037,0.001031136002342689
3144,0.0010256287247894368
5173,0.0010249826849365732
2062,0.0010224258236901605
3439,0.0010177921585389587
5582,0.0010167920125283866
856,0.0010144843111696805
3634,0.0010096083330722093
4353,0.0010089933578287997
3404,0.0010041131374348969
308,0.0009988667353275846
3459,0.0009961046109930663
1521,0.0009945298786297311
2702,0.0009868806983384076
2872,0.0009832371489380573
47,0.000980740259246191
2384,0.0009776100919636037
946,0.0009761165582712943
2365,0.0009708296736203106
2585,0.0009695631666226602
922,0.0009694281724389352
2747,0.0009672323268048429
2120,0.0009637055808015939
3276,0.000962190218166055
2072,0.0009562639132856341
3092,0.0009533380696167657
3541,0.0009489555659150292
1615,0.0009485989442364025
3451,0.0009477569028377403
7047,0.0009467489035738104
5857,0.0009465462331096768
1236,0.0009448801380501578
371,0.0009447618732908874
1537,0.0009431614187520082
4144,0.000940073247169484
7057,0.0009361525462566588
788,0.0009241892036355586
1585,0.0009211733801943564
2473,0.0009130712622770347
1247,0.0009128201647754344
6327,0.0009110050958712107
5816,0.0009099868501242624
2696,0.0009070544608513661
3691,0.0009035541583346521
865,0.0008980906972006074
86,0.0008979253142073199
346,0.0008938897542492024
71,0.0008910795540263269
2549,0.0008903135722479
1552,0.0008872743775868653
20,0.0008868292175658338
1835,0.0008864969964748393
136,0.0008852641477765878
1583,0.0008826100354058868
5110,0.0008823579645915714
710,0.0008821802514551612
1487,0.0008797158006673842
5190,0.000879175081729615
3274,0.0008747133917484652
5184,0.0008697892773182744
166,0.0008681521894765366
1135,0.0008668518336072349
854,0.0008633676853573333
2699,0.000858779213074549
4536,0.0008575941305090031
1919,0.000857085550763826
6620,0.0008554408145211541
2510,0.0008545126475202233
2387,0.0008544750961199304
1297,0.0008523342729490814
2964,0.0008508243839839474
5123,0.0008503010685059688
3458,0.0008485670556509364
4046,0.0008461556760280863
6714,0.0008407025820972814
1279,0.0008390759092272532
1594,0.0008379026825703295
2236,0.0008329675851682925
5822,0.0008318771835479342
6494,0.0008307812722147954
2932,0.0008294839727754892
1621,0.0008258973809644134
556,0.0008238022006681147
1473,0.0008236383390743475
2909,0.0008212369771082836
697,0.0008210952606889084
5655,0.0008208238660176252
3191,0.0008206663220498668
3455,0.0008192899792511914
3519,0.0008168535775567258
4044,0.0008165691857414076
312,0.0008159906598420148
2398,0.0008125149592091717
