Hub score,node
4037,0.004586879995073638
15,0.003675780093789909
6634,0.0033470695833168213
2625,0.0032713153100210482
2398,0.002600193053403739
2470,0.002530134335199274
2237,0.0024754616361304556
4191,0.0022518113639558167
7553,0.0021765417346990895
5254,0.002155060435801579
1186,0.0020296698827927556
2328,0.002025746011023952
1297,0.001956465952997203
4335,0.0019291368887195339
7620,0.0019198100452299156
5412,0.0019054184010998496
7632,0.0019028485173978608
4875,0.00186972756059252
3352,0.0017762495728957234
6832,0.0017637056345714498
2654,0.0017600475054305245
6946,0.001743178837615958
762,0.0017327492453543564
737,0.0017286875298409398
2066,0.001711709853672633
8293,0.0017094629174896766
28,0.0017091558089088758
3089,0.0017062184918514734
2535,0.001657130639753307
3334,0.0016520983126926173
214,0.0016509862469789973
665,0.0016399212589386786
4735,0.0016129086144805592
6774,0.001602043673667244
7092,0.0015958894696610278
2565,0.0015431505401411758
5484,0.0015216890842777184
4310,0.001449102993052809
1211,0.0014456811640499887
5423,0.0014266813061368465
3456,0.0014216443685538481
8042,0.0014071735148853725
5404,0.001379608752232934
2657,0.0013581356848986407
271,0.0013513528874074263
5233,0.0013387907916264995
4712,0.0013265942194567355
4828,0.0013090782678214677
5079,0.0012969185944498001
5210,0.001280995859377798
4261,0.0012764037679084128
6914,0.001257295851190957
3459,0.0012559386951036145
1842,0.0012354886944693087
1549,0.001235305127311778
2285,0.001232086883282655
993,0.001213967302302965
4666,0.0012076388043657737
8163,0.0011953189261766398
1026,0.0011784285941234148
2958,0.0011761696501147339
3084,0.00116716545296446
5123,0.0011664730141843066
3562,0.0011651325733913007
3537,0.0011451156153944523
922,0.0011376995937498343
3117,0.0011358447899255763
2576,0.0011351936878577639
2643,0.0011208964537379033
299,0.0011193670604722576
4110,0.0011093312248312524
1855,0.0011090559987456867
5022,0.0011006266434937185
282,0.001099096667378598
3897,0.001092679808654395
2651,0.0010922081899732102
4687,0.0010811347899975408
1031,0.0010745683987883048
7699,0.0010739064823858462
3443,0.0010734273028821554
